figure_id	Collection	Compartment	OMEROFigurelink	image	Flybase_ID	FlyBase link	Gene	If there is RNA expression, what patterns does the RNA make?_x	If there is protein expression, what patterns does the protein make?_x	Is RNA present in NBs?_x	Is protein present in NBs?_x	Is RNA present in other cells?_x	Is protein present in other cells?_x	General comments_x	If there is RNA expression, what patterns does the RNA make?_y	If there is protein expression, what patterns does the protein make?_y	Is RNA present in NBs?_y	Is protein present in NBs?_y	Is RNA present in other cells?_y	Is protein present in other cells?_y	General comments_y	neural RNAi phenotype	GO molecular function	GO biological process	L3 CNS	3prime UTR length	GO cellular component	FlyAtlas expression
	CPTI000332				FBgn0015513	http://flybase.org/reports/FBgn0015513	mbc																guanyl-nucleotide exchange factor activity,protein binding	border follicle cell migration,central nervous system development,cell morphogenesis,anterior Malpighian tubule development,imaginal disc fusion,positive regulation of Rac protein signal transduction,myoblast fusion,larval visceral muscle development,cytoskeleton organization,positive regulation of JNK cascade,actin cytoskeleton organization,positive regulation of border follicle cell migration,dorsal closure,cell competition in a multicellular organism,vascular endothelial growth factor receptor signaling pathway,activation of GTPase activity,thorax closure,muscle attachment	11	863	ruffle,extrinsic component of plasma membrane,cytoplasm	Virgin spermatheca,Adult carcass,Adult fat body,Ovary,Mated spermatheca,Tubule,Crop,Thoracicoabdominal ganglion,Adult heart,Midgut
	CPTI001082				FBgn0015513	http://flybase.org/reports/FBgn0015513	mbc																guanyl-nucleotide exchange factor activity,protein binding	border follicle cell migration,central nervous system development,cell morphogenesis,anterior Malpighian tubule development,imaginal disc fusion,positive regulation of Rac protein signal transduction,myoblast fusion,larval visceral muscle development,cytoskeleton organization,positive regulation of JNK cascade,actin cytoskeleton organization,positive regulation of border follicle cell migration,dorsal closure,cell competition in a multicellular organism,vascular endothelial growth factor receptor signaling pathway,activation of GTPase activity,thorax closure,muscle attachment	11	863	ruffle,extrinsic component of plasma membrane,cytoplasm	Virgin spermatheca,Adult carcass,Adult fat body,Ovary,Mated spermatheca,Tubule,Crop,Thoracicoabdominal ganglion,Adult heart,Midgut
	CPTI000155				FBgn0015229	http://flybase.org/reports/FBgn0015229	glec																carbohydrate binding	nervous system development,cell adhesion,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	34	1016	nucleoplasm,integral component of membrane,plasma membrane	Larval CNS,Brain,Ovary
	CPTI000245				FBgn0015229	http://flybase.org/reports/FBgn0015229	glec																carbohydrate binding	nervous system development,cell adhesion,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	34	1016	nucleoplasm,integral component of membrane,plasma membrane	Larval CNS,Brain,Ovary
	CPTI001972				FBgn0015229	http://flybase.org/reports/FBgn0015229	glec																carbohydrate binding	nervous system development,cell adhesion,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	34	1016	nucleoplasm,integral component of membrane,plasma membrane	Larval CNS,Brain,Ovary
	CPTI000038				FBgn0015222	http://flybase.org/reports/FBgn0015222	Fer1HCH																ferrous iron binding	cellular iron ion homeostasis,response to fungus,detoxification of iron ion,iron ion import across plasma membrane	158	411,182,725	extracellular region,fusome,intracellular ferritin complex,Golgi apparatus	Head,S2 cells,Virgin spermatheca,Adult carcass,Adult fat body,Larval tubule,Mated spermatheca,Larval trachea,Tubule,Thoracicoabdominal ganglion,Adult heart,Hindgut,Adult eye,Larval midgut,Larval fat body,Midgut
	CPTI002203				FBgn0015222	http://flybase.org/reports/FBgn0015222	Fer1HCH																ferrous iron binding	cellular iron ion homeostasis,response to fungus,detoxification of iron ion,iron ion import across plasma membrane	158	411,182,725	extracellular region,fusome,intracellular ferritin complex,Golgi apparatus	Head,S2 cells,Virgin spermatheca,Adult carcass,Adult fat body,Larval tubule,Mated spermatheca,Larval trachea,Tubule,Thoracicoabdominal ganglion,Adult heart,Hindgut,Adult eye,Larval midgut,Larval fat body,Midgut
	CPTI002401				FBgn0015222	http://flybase.org/reports/FBgn0015222	Fer1HCH																ferrous iron binding	cellular iron ion homeostasis,response to fungus,detoxification of iron ion,iron ion import across plasma membrane	158	411,182,725	extracellular region,fusome,intracellular ferritin complex,Golgi apparatus	Head,S2 cells,Virgin spermatheca,Adult carcass,Adult fat body,Larval tubule,Mated spermatheca,Larval trachea,Tubule,Thoracicoabdominal ganglion,Adult heart,Hindgut,Adult eye,Larval midgut,Larval fat body,Midgut
	CPTI100064				FBgn0015221	http://flybase.org/reports/FBgn0015221	Fer2LCH																ferrous iron binding	cellular iron ion homeostasis,response to fungus,iron ion import across plasma membrane,locomotor rhythm,detoxification of iron ion	363	322,147	endomembrane system,extracellular region,intracellular ferritin complex,Golgi apparatus	Head,Virgin spermatheca,Adult carcass,Larval tubule,Adult fat body,Mated spermatheca,Salivary gland,Tubule,Thoracicoabdominal ganglion,Adult heart,Hindgut,Adult eye,Larval midgut,Midgut
	CPTI004270				FBgn0014342	http://flybase.org/reports/FBgn0014342	mia																transcription coactivator activity,RNA polymerase II general transcription initiation factor activity,protein heterodimerization activity	RNA polymerase II preinitiation complex assembly,spermatogenesis,spermatid differentiation,male meiosis I,spermatid development,transcription initiation from RNA polymerase II promoter,regulation of gene expression,meiotic cell cycle	4	30,272	male germ cell nucleus,SLIK (SAGA-like) complex,transcription factor TFIID complex,SAGA complex,nucleolus	S2 cells,Testis,Larvae hindgut,Larval midgut,Midgut
	CPTI002774				FBgn0014163	http://flybase.org/reports/FBgn0014163	fax															neuroblast underproliferation,ganglion mother cell shorter lineages,neuroblasts smaller		female germ-line stem cell population maintenance,axonogenesis	2456	1539,2321	cytoplasm,plasma membrane	Crop,Adult heart,Larval CNS,Testis,Adult eye,S2 cells,Larval fat body,Ovary
	CPTI003122				FBgn0014163	http://flybase.org/reports/FBgn0014163	fax															neuroblast underproliferation,ganglion mother cell shorter lineages,neuroblasts smaller		female germ-line stem cell population maintenance,axonogenesis	2456	1539,2321	cytoplasm,plasma membrane	Crop,Adult heart,Larval CNS,Testis,Adult eye,S2 cells,Larval fat body,Ovary
	CPTI003230				FBgn0014163	http://flybase.org/reports/FBgn0014163	fax															neuroblast underproliferation,ganglion mother cell shorter lineages,neuroblasts smaller		female germ-line stem cell population maintenance,axonogenesis	2456	1539,2321	cytoplasm,plasma membrane	Crop,Adult heart,Larval CNS,Testis,Adult eye,S2 cells,Larval fat body,Ovary
	CPTI001403				FBgn0014141	http://flybase.org/reports/FBgn0014141	cher																actin binding	female germline ring canal formation,motor neuron axon guidance,determination of adult lifespan,cytoplasmic transport,behavioral response to ethanol,actin assembly,germline ring canal formation,long-term memory,mitotic cell cycle,actin crosslink formation,protein localization,nurse cell to oocyte,sarcomere organization,syncytial embryo cellularization,positive regulation of cytoskeleton organization,germarium-derived female germ-line cyst encapsulation,negative regulation of lamellocyte differentiation	11	507	cytosol,actin cytoskeleton,plasma membrane,Z disc,nucleus,actin filament,perinuclear region of cytoplasm,female germline ring canal inner rim,contractile ring,female germline ring canal outer rim,female germline ring canal,apical cortex	Larval salivary gland,Larval carcass,Male accessory glands,Adult carcass,Larval tubule,Ovary,Tubule,Larval trachea,Larval CNS,Hindgut,S2 cells,Larvae hindgut
	CPTI000847				FBgn0014141	http://flybase.org/reports/FBgn0014141	cher																actin binding	female germline ring canal formation,motor neuron axon guidance,determination of adult lifespan,cytoplasmic transport,behavioral response to ethanol,actin assembly,germline ring canal formation,long-term memory,mitotic cell cycle,actin crosslink formation,protein localization,nurse cell to oocyte,sarcomere organization,syncytial embryo cellularization,positive regulation of cytoskeleton organization,germarium-derived female germ-line cyst encapsulation,negative regulation of lamellocyte differentiation	11	507	cytosol,actin cytoskeleton,plasma membrane,Z disc,nucleus,actin filament,perinuclear region of cytoplasm,female germline ring canal inner rim,contractile ring,female germline ring canal outer rim,female germline ring canal,apical cortex	Larval salivary gland,Larval carcass,Male accessory glands,Adult carcass,Larval tubule,Ovary,Tubule,Larval trachea,Larval CNS,Hindgut,S2 cells,Larvae hindgut
	CPTI001399				FBgn0014141	http://flybase.org/reports/FBgn0014141	cher																actin binding	female germline ring canal formation,motor neuron axon guidance,determination of adult lifespan,cytoplasmic transport,behavioral response to ethanol,actin assembly,germline ring canal formation,long-term memory,mitotic cell cycle,actin crosslink formation,protein localization,nurse cell to oocyte,sarcomere organization,syncytial embryo cellularization,positive regulation of cytoskeleton organization,germarium-derived female germ-line cyst encapsulation,negative regulation of lamellocyte differentiation	11	507	cytosol,actin cytoskeleton,plasma membrane,Z disc,nucleus,actin filament,perinuclear region of cytoplasm,female germline ring canal inner rim,contractile ring,female germline ring canal outer rim,female germline ring canal,apical cortex	Larval salivary gland,Larval carcass,Male accessory glands,Adult carcass,Larval tubule,Ovary,Tubule,Larval trachea,Larval CNS,Hindgut,S2 cells,Larvae hindgut
	CPTI000783				FBgn0014037	http://flybase.org/reports/FBgn0014037	Su(Tpl)																RNA polymerase binding,chromatin binding,protein binding,cis-regulatory region sequence-specific DNA binding	regulation of DNA-templated transcription in response to stress,positive regulation of transcription elongation from RNA polymerase II promoter,wing disc dorsal/ventral pattern formation,snRNA transcription by RNA polymerase II,neuronal stem cell population maintenance	31	119,2404	polytene chromosome puff,polytene chromosome,transcription elongation factor complex,euchromatin,nucleus,nucleolus	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Ovary,Testis,Thoracicoabdominal ganglion,Larval fat body,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Hindgut,S2 cells,Midgut
	CPTI001018				FBgn0014037	http://flybase.org/reports/FBgn0014037	Su(Tpl)																RNA polymerase binding,chromatin binding,protein binding,cis-regulatory region sequence-specific DNA binding	regulation of DNA-templated transcription in response to stress,positive regulation of transcription elongation from RNA polymerase II promoter,wing disc dorsal/ventral pattern formation,snRNA transcription by RNA polymerase II,neuronal stem cell population maintenance	31	119,2404	polytene chromosome puff,polytene chromosome,transcription elongation factor complex,euchromatin,nucleus,nucleolus	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Ovary,Testis,Thoracicoabdominal ganglion,Larval fat body,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Hindgut,S2 cells,Midgut
	CPTI001029				FBgn0014037	http://flybase.org/reports/FBgn0014037	Su(Tpl)																RNA polymerase binding,chromatin binding,protein binding,cis-regulatory region sequence-specific DNA binding	regulation of DNA-templated transcription in response to stress,positive regulation of transcription elongation from RNA polymerase II promoter,wing disc dorsal/ventral pattern formation,snRNA transcription by RNA polymerase II,neuronal stem cell population maintenance	31	119,2404	polytene chromosome puff,polytene chromosome,transcription elongation factor complex,euchromatin,nucleus,nucleolus	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Ovary,Testis,Thoracicoabdominal ganglion,Larval fat body,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Hindgut,S2 cells,Midgut
	CPTI100008				FBgn0014037	http://flybase.org/reports/FBgn0014037	Su(Tpl)																RNA polymerase binding,chromatin binding,protein binding,cis-regulatory region sequence-specific DNA binding	regulation of DNA-templated transcription in response to stress,positive regulation of transcription elongation from RNA polymerase II promoter,wing disc dorsal/ventral pattern formation,snRNA transcription by RNA polymerase II,neuronal stem cell population maintenance	31	119,2404	polytene chromosome puff,polytene chromosome,transcription elongation factor complex,euchromatin,nucleus,nucleolus	Larval carcass,Virgin spermatheca,Brain,Larval tubule,Ovary,Testis,Thoracicoabdominal ganglion,Larval fat body,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Hindgut,S2 cells,Midgut
	CPTI001044				FBgn0013756	http://flybase.org/reports/FBgn0013756	Mtor																ribonucleoprotein complex binding,protein binding,structural constituent of nuclear pore,histone acetyltransferase binding,chromatin DNA binding	regulation of mitotic sister chromatid separation,response to heat,mitotic spindle assembly checkpoint signaling,positive regulation of mitotic nuclear division,regulation of transcription,positive regulation of transcription by RNA polymerase II,regulation of mitotic spindle elongation,regulation of mitotic spindle assembly,spindle assembly,chromatin remodeling,response to endoplasmic reticulum stress,regulation of mitotic cell cycle,regulation of mitotic spindle organization,protein import into nucleus,mRNA export from nucleus,male germ-line stem cell asymmetric division,regulation of metaphase plate congression,negative regulation of transcription by RNA polymerase II,germ-line stem-cell niche homeostasis,chromatin organization,dosage compensation,positive regulation of mitotic cell cycle spindle assembly checkpoint,positive regulation of intracellular protein transport,mitotic spindle elongation,regulation of chromosome segregation,positive regulation of cell division,DNA-templated	77	251,600	nuclear envelope,nuclear pore,nuclear periphery,spindle matrix,nucleus,metaphase plate,kinetochore,spindle,nuclear membrane,nuclear inclusion body,midbody,nuclear matrix,mitotic spindle,nucleolus,euchromatin,nucleoplasm,spindle midzone,nuclear lamina	Larval CNS,Larval salivary gland,Male accessory glands,S2 cells,Ovary,Larval trachea
